GOID	TERM	CORRECTED_PVALUE	UNCORRECTED_PVALUE	NUM_LIST_ANNOTATIONS	LIST_SIZE	TOTAL_NUM_ANNOTATIONS	POPULATION_SIZE	FDR_RATE	EXPECTED_FALSE_POSITIVES	ANNOTATED_GENES
GO:0050794	regulation of cellular process	0.00413693145061775	4.63262200517105e-06	70	189	1628	7166	0.00%	0.00	YDR080W, YBR158W, YMR323W, YJL194W, YGL227W, YCL037C, YDR451C, YGR014W, YDR320C-A, YDR485C, YEL061C, YIL042C, YAL040C, YDR096W, YDR247W, YBR098W, YBR105C, YGR222W, YNL307C, YJR094C, YML028W, YBL054W, YJL083W, YFR017C, YLR425W, YFL031W, YGL096W, YPL269W, YKR091W, YNL239W, YNR047W, YBL051C, YHR071W, YEL009C, YPL256C, YKR077W, YKL101W, YDR389W, YIR023W, YGR221C, YIL050W, YPL184C, YBR233W-A, YKL043W, YOR174W, YLR084C, YJR104C, YGL178W, YNL283C, YER132C, YOR204W, YMR052W, YJR147W, YLR455W, YNL197C, YMR174C, YKL185W, YKL109W, YEL044W, YER035W, YFL021W, YOR371C, YPR065W, YLR013W, YJL019W, YCL051W, YOL025W, YIR013C, YBR150C, YGL122C
GO:0009987	cellular process	0.00850579178835167	9.52496280890444e-06	162	189	5198	7166	0.00%	0.00	YDR525W-A, YKL043W, YBR233W-A, YNL306W, YGR221C, YGL180W, YLR286C, YDR449C, YOR174W, YLR121C, YGL029W, YNR020C, YEL009C, YKL101W, YKR077W, YOL026C, YNL239W, YBL051C, YIR023W, YLR308W, YPR140W, YLR190W, YJL158C, YNL188W, YJL116C, YLR013W, YPR065W, YPL076W, YBR262C, YGL122C, YER046W, YIR013C, YLR318W, YNL328C, YJR147W, YLR455W, YBL043W, YGL178W, YOR204W, YER132C, YOR180C, YKL109W, YDR166C, YEL044W, YIL123W, YGR041W, YDR451C, YMR008C, YJL159W, YDR485C, YDR320C-A, YDL222C, YGR014W, YKR042W, YOL016C, YKL006C-A, YDR080W, YGL227W, YDR084C, YMR323W, YLR425W, YLR110C, YDR441C, YJR120W, YFL031W, YGR279C, YHR143W, YNL147W, YDR096W, YDR247W, YDR528W, YGR059W, YML041C, YMR081C, YOR009W, YIL050W, YPL184C, YLR040C, YLR084C, YJR104C, YPL256C, YDR389W, YKL096W-A, YGR043C, YKR091W, YNR047W, YHR071W, YLR307W, YPL149W, YBL101C, YCL051W, YJL019W, YDR077W, YMR316W, YOR371C, YDL232W, YBR150C, YOL025W, YOL126C, YMR052W, YJL052W, YNL283C, YBR040W, YKL185W, YER011W, YER035W, YFL021W, YNL197C, YER154W, YMR174C, YLR034C, YCL037C, YDR059C, YOR147W, YDR527W, YIL107C, YNL075W, YGR203W, YHR079C-A, YBR005W, YOR247W, YEL061C, YIL042C, YPR036W-A, YHL022C, YDL104C, YDR377W, YOL065C, YGL167C, YHL046C, YJL194W, YBR158W, YBR072W, YHR167W, YBR238C, YML054C, YFR017C, YKL149C, YOR065W, YJL083W, YBR061C, YGR077C, YPL269W, YPL250C, YNL066W, YGL096W, YMR133W, YOL005C, YBR098W, YBR105C, YGR222W, YNL307C, YJR094C, YML028W, YAL040C, YMR305C, YLR438C-A, YLR414C, YKR046C, YBL054W, YLR390W-A, YLR035C
GO:0050789	regulation of biological process	0.0159418692899518	1.78520372787814e-05	72	189	1755	7166	0.92%	0.12	YIL050W, YPL184C, YKL043W, YBR233W-A, YGR221C, YLR084C, YJR104C, YOR174W, YEL009C, YPL256C, YKL101W, YKR077W, YDR389W, YKR091W, YNL239W, YBL051C, YNR047W, YHR071W, YIR023W, YCL051W, YJL019W, YOR371C, YPR065W, YLR013W, YBR150C, YGL122C, YOL025W, YIR013C, YMR052W, YJR147W, YLR455W, YGL178W, YNL283C, YER132C, YOR204W, YKL185W, YKL109W, YER035W, YFL021W, YEL044W, YNL197C, YMR174C, YCL037C, YDR451C, YDR485C, YEL061C, YDR320C-A, YIL042C, YGR014W, YDR080W, YJL194W, YGL227W, YBR158W, YMR323W, YFR017C, YLR425W, YJL083W, YPL269W, YFL031W, YGL096W, YBR098W, YBR105C, YGR222W, YNL307C, YJR094C, YML028W, YNL147W, YAL040C, YDR247W, YDR096W, YLR438C-A, YBL054W
GO:0071840	cellular component organization or biogenesis	0.0163246970191246	1.82807357437005e-05	93	189	2475	7166	0.86%	0.12	YHR167W, YBR158W, YMR323W, YJL194W, YHL046C, YHL022C, YDR080W, YKL006C-A, YGR014W, YDL222C, YKR042W, YDR320C-A, YDR485C, YIL042C, YEL061C, YNL075W, YBR005W, YHR079C-A, YOR247W, YJL159W, YOR147W, YOR009W, YLR035C, YLR414C, YML041C, YLR390W-A, YMR305C, YDR096W, YAL040C, YLR438C-A, YDR528W, YBR098W, YHR143W, YNL147W, YJR094C, YNL307C, YMR133W, YJR120W, YNL066W, YGR279C, YPL269W, YPL250C, YGR077C, YJL083W, YLR425W, YLR110C, YPR140W, YLR190W, YPL149W, YIR023W, YLR307W, YLR308W, YNR047W, YEL009C, YNR020C, YOL026C, YDR389W, YKL096W-A, YLR121C, YGL029W, YLR286C, YJR104C, YDR449C, YLR084C, YNL306W, YGL180W, YPL184C, YKL043W, YBR233W-A, YIL123W, YNL197C, YER154W, YER011W, YKL185W, YEL044W, YDR166C, YNL283C, YBL043W, YOR204W, YBR040W, YNL328C, YLR318W, YOL126C, YER046W, YBR262C, YJL116C, YOR371C, YNL188W, YJL158C, YCL051W, YJL019W, YBL101C, YDR077W
GO:0016052	carbohydrate catabolic process	0.0193949408802945	2.17188587685269e-05	11	189	90	7166	0.80%	0.12	YLR286C, YLR307W, YLR308W, YIL123W, YGL156W, YNL066W, YMR323W, YKR042W, YJL052W, YFR017C, YIL050W
GO:0019318	hexose metabolic process	0.0265278755473124	2.97064675781774e-05	11	189	93	7166	0.75%	0.12	YIL107C, YML028W, YLR081W, YBR105C, YJL052W, YFR017C, YIL050W, YOL126C, YGL156W, YIL042C, YGL227W
GO:1903047	mitotic cell cycle process	0.0279582752999784	3.13082590145335e-05	24	189	367	7166	0.71%	0.12	YDR247W, YKR091W, YAL040C, YBL051C, YBR098W, YKL101W, YKR077W, YPL256C, YNL307C, YNL197C, YBR158W, YGR041W, YJL194W, YKL185W, YGR221C, YJL019W, YDR451C, YLR425W, YGR014W, YNL066W, YKR042W, YPL269W, YEL061C, YLR084C
GO:0051301	cell division	0.0337198362887056	3.77601750153478e-05	21	189	300	7166	0.67%	0.12	YDR320C-A, YLR084C, YEL061C, YLR286C, YKR042W, YNL066W, YGR014W, YLR425W, YBR233W-A, YIL050W, YNL188W, YGR221C, YJL194W, YGR059W, YGR041W, YLR190W, YBR158W, YPL256C, YHR143W, YHR071W, YAL040C
GO:0019953	sexual reproduction	0.0345675159185178	3.87094243208486e-05	18	189	233	7166	0.63%	0.12	YGR059W, YLR308W, YLR307W, YMR305C, YNR047W, YBR040W, YER132C, YMR052W, YPL256C, YNL307C, YDL222C, YPR036W-A, YGR279C, YER046W, YNL188W, YJL019W, YLR110C, YLR040C
GO:0044703	multi-organism reproductive process	0.0345675159185178	3.87094243208486e-05	18	189	233	7166	0.60%	0.12	YLR040C, YLR110C, YJL019W, YNL188W, YGR279C, YPR036W-A, YDL222C, YER046W, YBR040W, YER132C, YNR047W, YMR305C, YNL307C, YPL256C, YMR052W, YLR307W, YLR308W, YGR059W
